ISO6393	Status	Pop.Size	simp.status
biy	"Threatened (20 percent certain, based on the evidence available)"	"<2,000"	threatened
"bzr, xgi"	Awakening ()		awakening
bqq	"Endangered (20 percent certain, based on the evidence available)"	250	endangered
bvq	"Endangered (20 percent certain, based on the evidence available)"	200	endangered
brl	"Vulnerable (20 percent certain, based on the evidence available)"		vulnerable
ije	"Threatened (20 percent certain, based on the evidence available)"	"4,800"	threatened
bpy	"Vulnerable (80 percent certain, based on the evidence available)"		vulnerable
bwh	"Critically Endangered (20 percent certain, based on the evidence available)"	1	critically_endangered
bnw	"Endangered (20 percent certain, based on the evidence available)"	395	endangered
"bir, bic"	"Endangered (20 percent certain, based on the evidence available)"	200?	endangered
bzi	"Threatened (20 percent certain, based on the evidence available)"	"<2,740"	threatened
bgk	"Severely Endangered (40 percent certain, based on the evidence available)"	"<1,000"	severely_endangered
bwm	"Threatened (20 percent certain, based on the evidence available)"	"1,642"	threatened
blp	"Threatened (80 percent certain, based on the evidence available)"	"~2,000"	threatened
beu	"Threatened (60 percent certain, based on the evidence available)"	"<10,000"	threatened
bpw	"Severely Endangered (20 percent certain, based on the evidence available)"	76	severely_endangered
bzn	"Threatened (20 percent certain, based on the evidence available)"	"3,240"	threatened
bzl	"Threatened (100 percent certain, based on the evidence available)"	"2,350"	threatened
bgb	"Threatened (20 percent certain, based on the evidence available)"	"1,500"	threatened
sab			
mym-bod	"Threatened (20 percent certain, based on the evidence available)"	"4,570"	threatened
boy	"Severely Endangered (20 percent certain, based on the evidence available)"	15	severely_endangered
boq	"Endangered (20 percent certain, based on the evidence available)"	300	endangered
bqu	"Endangered (20 percent certain, based on the evidence available)"	<500	endangered
"bhn, hrt"	"Severely Endangered (60 percent certain, based on the evidence available)"	<500	severely_endangered
bzf	"Vulnerable (20 percent certain, based on the evidence available)"	"35,204"	vulnerable
adi-bok	"Threatened (20 percent certain, based on the evidence available)"	"3,500"	threatened
bnp	"Vulnerable (20 percent certain, based on the evidence available)"	"13,700"	vulnerable
quh	"At risk (20 percent certain, based on the evidence available)"	"2,300,000"	at_risk
bvl	"Threatened (40 percent certain, based on the evidence available)"		threatened
bkt	"Threatened (20 percent certain, based on the evidence available)"	"4,200"	threatened
bzm	"Threatened (20 percent certain, based on the evidence available)"	"3,000"	threatened
ply	"Severely Endangered (40 percent certain, based on the evidence available)"	~500	severely_endangered
bmf	"Critically Endangered (60 percent certain, based on the evidence available)"	NA	critically_endangered
bml	"Threatened (20 percent certain, based on the evidence available)"	"2,500"	threatened
glc	"Threatened (20 percent certain, based on the evidence available)"	~1500	threatened
bou	"Vulnerable (20 percent certain, based on the evidence available)"	"80,000"	vulnerable
dbu	"Vulnerable (20 percent certain, based on the evidence available)"	"24,700"	vulnerable
bna	"Threatened (20 percent certain, based on the evidence available)"		threatened
bnv; bone1255	"Critically Endangered (20 percent certain, based on the evidence available)"	4	critically_endangered
bpg	"Severely Endangered (80 percent certain, based on the evidence available)"	432	severely_endangered
bot	"Vulnerable (20 percent certain, based on the evidence available)"	"10,100"	vulnerable
bok	"Endangered (80 percent certain, based on the evidence available)"	2000	endangered
bop	"Endangered (20 percent certain, based on the evidence available)"	180	endangered
bnl	"Severely Endangered (20 percent certain, based on the evidence available)"	59	severely_endangered
0hq	Awakening ()		awakening
bvf	"Severely Endangered (20 percent certain, based on the evidence available)"	<100	severely_endangered
boa	"Severely Endangered (60 percent certain, based on the evidence available)"	2000	severely_endangered
gai	"Threatened (20 percent certain, based on the evidence available)"	"1,202"	threatened
adi-bor	"Threatened (20 percent certain, based on the evidence available)"	"2,000"	threatened
bwo	"Threatened (20 percent certain, based on the evidence available)"	"~4,000"	threatened
bor			
brn	Awakening ()		awakening
bwf	"Endangered (80 percent certain, based on the evidence available)"	250	endangered
bqs	"Endangered (100 percent certain, based on the evidence available)"	"<1,768"	endangered
bmj	"Vulnerable (20 percent certain, based on the evidence available)"	"24,664"	vulnerable
bph; botl1242	"Threatened (100 percent certain, based on the evidence available)"	5000	threatened
zaz-bot	"Endangered (20 percent certain, based on the evidence available)"	~500	endangered
mvt	"Endangered (20 percent certain, based on the evidence available)"	430	endangered
aof	"Endangered (20 percent certain, based on the evidence available)"	355	endangered
brq	"Endangered (20 percent certain, based on the evidence available)"	720	endangered
bre	"At risk (20 percent certain, based on the evidence available)"	"206,000"	at_risk
bzd	"Threatened (20 percent certain, based on the evidence available)"	"7,475"	threatened
1ku	"Endangered (20 percent certain, based on the evidence available)"	~400	endangered
bro	"Endangered (20 percent certain, based on the evidence available)"	300	endangered
sgt	"Threatened (20 percent certain, based on the evidence available)"	"<5,000"	threatened
bkk	"Threatened (20 percent certain, based on the evidence available)"	"3,000"	threatened
1kv	"Endangered (20 percent certain, based on the evidence available)"	808	endangered
jid	"Threatened (20 percent certain, based on the evidence available)"	"~6,000"	threatened
xbg	Awakening ()		awakening
bbx	"Severely Endangered (40 percent certain, based on the evidence available)"	600	severely_endangered
btp	"Endangered (80 percent certain, based on the evidence available)"	120	endangered
bdx; budo1241	"Severely Endangered (20 percent certain, based on the evidence available)"	50	severely_endangered
bdk	"Threatened (80 percent certain, based on the evidence available)"		threatened
bdm	"Vulnerable (20 percent certain, based on the evidence available)"	"54,800"	vulnerable
bbh	"Vulnerable (100 percent certain, based on the evidence available)"	~2700	vulnerable
buk	"Threatened (20 percent certain, based on the evidence available)"	"9,690"	threatened
bgg	"Threatened (20 percent certain, based on the evidence available)"	"1,700"	threatened
bhh	"At risk (20 percent certain, based on the evidence available)"	"110,000"	at_risk
ape	"Endangered (80 percent certain, based on the evidence available)"	"12,000"	endangered
bmp	"Severely Endangered (20 percent certain, based on the evidence available)"	50	severely_endangered
	"Endangered (20 percent certain, based on the evidence available)"		endangered
sti	"Threatened (20 percent certain, based on the evidence available)"		threatened
bjl	"Endangered (20 percent certain, based on the evidence available)"	910	endangered
bvp	"Threatened (100 percent certain, based on the evidence available)"	~200	threatened
aon	"Endangered (60 percent certain, based on the evidence available)"	"2,353"	endangered
buv	"Endangered (20 percent certain, based on the evidence available)"	194	endangered
bvn	"Threatened (20 percent certain, based on the evidence available)"	"1,259"	threatened
bfn	"Vulnerable (20 percent certain, based on the evidence available)"	"100,000"	vulnerable
bqd	Dormant 	0 ?	dormant
but	"Threatened (20 percent certain, based on the evidence available)"	"2,451"	threatened
dgb	"Threatened (20 percent certain, based on the evidence available)"	"1,000"	threatened
bck	"Critically Endangered (60 percent certain, based on the evidence available)"		critically_endangered
	"Endangered (20 percent certain, based on the evidence available)"	300	endangered
bvr	"Endangered (20 percent certain, based on the evidence available)"	400	endangered
bti; bura1276	"Endangered (20 percent certain, based on the evidence available)"	100	endangered
bvh	"Critically Endangered (100 percent certain, based on the evidence available)"	~10	critically_endangered
hrv-bur	"Threatened (40 percent certain, based on the evidence available)"	"28,000"	threatened
bji	"Vulnerable (20 percent certain, based on the evidence available)"	"46,100"	vulnerable
vrt	"Endangered (20 percent certain, based on the evidence available)"	900	endangered
bzu	"Endangered (20 percent certain, based on the evidence available)"	250	endangered
bry	"Endangered (20 percent certain, based on the evidence available)"	~150	endangered
aip	"Severely Endangered (20 percent certain, based on the evidence available)"	40	severely_endangered
bds	"Endangered (20 percent certain, based on the evidence available)"	NA	endangered
bsk	"Threatened (80 percent certain, based on the evidence available)"	"100,300"	threatened
bhf	"Endangered (20 percent certain, based on the evidence available)"	240	endangered
bso	"Severely Endangered (20 percent certain, based on the evidence available)"	40-50	severely_endangered
bup; buso1238	"Endangered (60 percent certain, based on the evidence available)"	800	endangered
dox	"Threatened (20 percent certain, based on the evidence available)"	"~1,500"	threatened
bju	"Critically Endangered (40 percent certain, based on the evidence available)"	8	critically_endangered
bnr	"Endangered (20 percent certain, based on the evidence available)"	520	endangered
8uu	"Endangered (20 percent certain, based on the evidence available)"	100	endangered
gji-zar	"Severely Endangered (80 percent certain, based on the evidence available)"	~600	severely_endangered
jiy	"Endangered (20 percent certain, based on the evidence available)"	"~1,000"	endangered
bwa	"Endangered (40 percent certain, based on the evidence available)"	300	endangered
bwz	"Threatened (20 percent certain, based on the evidence available)"	"4,250"	threatened
bee	"Threatened (40 percent certain, based on the evidence available)"	"~1,500"	threatened
cra	"Threatened (20 percent certain, based on the evidence available)"	"6,932"	threatened
msq; caac1237	"Threatened (100 percent certain, based on the evidence available)"	"2,215"	threatened
cjp	"Threatened (20 percent certain, based on the evidence available)"	"8,441"	threatened
cbb			
cad	"Critically Endangered (100 percent certain, based on the evidence available)"	<25	critically_endangered
